Room type,Name,Descriptions,Rating,Price
Entire condominium (condo) in Kuala Lumpur,【KLcity】CoZy 1Br with balcony @ infinity Pool,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$20 per night
Entire rental unit in Kuala Lumpur,Summer Vibes over the Stepping Stones,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.86,$21 per night
Entire rental unit in Kuala Lumpur,KS04- Truly Bright & Stylist Room in Bukit Bintang,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Self check-in",4.69,$10 per night
Entire condominium (condo) in Kuala Lumpur,"[TheFR] Comfy Home at Bukit Bintang, Kuala Lumpur","3 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.8,$21 per night
,,,,
Entire rental unit in Kuala Lumpur,"Warm, Cozy, High-Rise 1-Bedroom with Infinity Pool","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.95,$25 per night
Entire serviced apartment in Federal Territory of Kuala Lumpur,Cozy Studio in Regalia (Next to PWTC | Mall | KTM),"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.79,$25 per night
Entire rental unit in Kuala Lumpur,5 Mins walk to Bukit Bintang & KL City Centre 5N,"5 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.46,$18 per night
Entire condominium (condo) in Kuala Lumpur,*Luxury Studio@Summer Suites Walk to KLCC,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.48,$20 per night
Entire condominium (condo) in Kuala Lumpur,Green Living [Netflix] Near KLCC & Subway,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.9,$33 per night
Entire rental unit in Kuala Lumpur,Dorsett.top pool view .Pavilion KLCC 1R1B #D4,"2 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.56,$29 per night
Entire condominium (condo) in Kuala Lumpur,【KLcity】CoZy 1Br with balcony @ infinity Pool,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$20 per night
Entire rental unit in Kuala Lumpur,Summer Vibes over the Stepping Stones,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.86,$21 per night
Entire rental unit in Kuala Lumpur,KS04- Truly Bright & Stylist Room in Bukit Bintang,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Self check-in",4.69,$10 per night
Entire condominium (condo) in Kuala Lumpur,"[TheFR] Comfy Home at Bukit Bintang, Kuala Lumpur","3 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.8,$21 per night
Entire rental unit in Federal Territory of Kuala Lumpur,Breathing Greenery city centre with Infinity Pool,"3 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.85,$24 per night
Entire loft in Kuala Lumpur,KS02 -Truly Bright & Stylist Room in Bukit Bintang,"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Self check-in",4.69,$11 per night
Entire rental unit in Kuala Lumpur,Comfy in Modern Design Suite/ KLCC Infinity Pool,"3 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.93,$13 per night
Entire rental unit in Kuala Lumpur,Fleur-de-lys at the foot of the Cathedral,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.75,$20 per night
Entire rental unit in Kuala Lumpur,Designer Studio #1 with Rooftop Infinity Pool,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$26 per night
Entire rental unit in Kuala Lumpur,Studio I Wifi I Extended Stay & Staycation I,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$38 per night
Entire serviced apartment in Kuala Lumpur,Work From Suite only RM75 ! 9AM-7PM at KL ★,"2 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.87,$18 per night
Entire condominium (condo) in Kuala Lumpur,WhiteForestCupid@The Robertson 1BR Netflix Couple,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$39 per night
Entire rental unit in Kuala Lumpur,Kuala Lumpur Regalia Deluxe Suite,"5 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$24 per night
Entire condominium (condo) in Kuala Lumpur,Eiffel Suites [Netflix] Near KLCC & Subway,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.85,$33 per night
,,,,
Entire rental unit in Federal Territory of Kuala Lumpur,Breathing Greenery city centre with Infinity Pool,"3 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.85,$24 per night
Entire loft in Kuala Lumpur,KS02 -Truly Bright & Stylist Room in Bukit Bintang,"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Self check-in",4.69,$11 per night
Entire rental unit in Kuala Lumpur,Comfy in Modern Design Suite/ KLCC Infinity Pool,"3 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.93,$13 per night
Entire rental unit in Kuala Lumpur,Fleur-de-lys at the foot of the Cathedral,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.75,$20 per night
Entire rental unit in Kuala Lumpur,Designer Studio #1 with Rooftop Infinity Pool,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$26 per night
Entire rental unit in Kuala Lumpur,Studio I Wifi I Extended Stay & Staycation I,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$38 per night
Entire serviced apartment in Kuala Lumpur,Work From Suite only RM75 ! 9AM-7PM at KL ★,"2 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.87,$18 per night
Entire condominium (condo) in Kuala Lumpur,WhiteForestCupid@The Robertson 1BR Netflix Couple,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$39 per night
Entire rental unit in Kuala Lumpur,Kuala Lumpur Regalia Deluxe Suite,"5 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$24 per night
Entire condominium (condo) in Kuala Lumpur,Eiffel Suites [Netflix] Near KLCC & Subway,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.85,$33 per night
Entire rental unit in Kuala Lumpur,WhiteForestVenus@The Robertson 1BR Netflix Couple,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.95,$39 per night
Entire serviced apartment in Kuala Lumpur,Ceylonz Suite - Sky Pool With KL Tower,"2 guests, 1 bedroom, 0 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",,$17 per night
Entire rental unit in Kuala Lumpur,WhiteForestNutella@The Robertson 1BR NetflixCouple,"7 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.88,$39 per night
Entire rental unit in Kuala Lumpur,Take the Scenic Route with KLCC View,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$32 per night
Entire serviced apartment in Kuala Lumpur,"Perfect location #3 @Heart of KL City, Metro MRT","3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.62,$18 per night
Entire rental unit in Kuala Lumpur,Loving Ourselves is the Greatest Miracle Cures,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.82,$24 per night
Entire serviced apartment in Kuala Lumpur,「HOT」 KLCC View Room ｜SmartTV｜SkyPool Staycation❣,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Self check-in",4.78,$32 per night
Entire condominium (condo) in Federal Territory of Kuala Lumpur,"Stylish Hideout c/w Balcony, and Infinity Pool","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.65,$22 per night
Entire rental unit in Kuala Lumpur,Charming Private Studio Close to the KLCC,"2 guests, 1 bedroom, 1 bed, Half-bath, Wifi, Air conditioning, Kitchen, Self check-in",4.93,$24 per night
Entire rental unit in Federal Territory of Kuala Lumpur,Black Forest Themed Studio with Infinity Pool,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.87,$27 per night
,,,,
Entire rental unit in Kuala Lumpur,WhiteForestVenus@The Robertson 1BR Netflix Couple,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.95,$39 per night
Entire serviced apartment in Kuala Lumpur,Ceylonz Suite - Sky Pool With KL Tower,"2 guests, 1 bedroom, 0 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",,$17 per night
Entire rental unit in Kuala Lumpur,WhiteForestNutella@The Robertson 1BR NetflixCouple,"7 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.88,$39 per night
Entire rental unit in Kuala Lumpur,Take the Scenic Route with KLCC View,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$32 per night
Entire serviced apartment in Kuala Lumpur,"Perfect location #3 @Heart of KL City, Metro MRT","3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.62,$18 per night
Entire rental unit in Kuala Lumpur,Loving Ourselves is the Greatest Miracle Cures,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.82,$24 per night
Entire serviced apartment in Kuala Lumpur,「HOT」 KLCC View Room ｜SmartTV｜SkyPool Staycation❣,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Self check-in",4.78,$32 per night
Entire condominium (condo) in Federal Territory of Kuala Lumpur,"Stylish Hideout c/w Balcony, and Infinity Pool","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.65,$22 per night
Entire rental unit in Kuala Lumpur,Charming Private Studio Close to the KLCC,"2 guests, 1 bedroom, 1 bed, Half-bath, Wifi, Air conditioning, Kitchen, Self check-in",4.93,$24 per night
Entire rental unit in Federal Territory of Kuala Lumpur,Black Forest Themed Studio with Infinity Pool,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.87,$27 per night
Entire rental unit in Kuala Lumpur,1★PWTC★ Internet 500MB/s ★ Washer★ Netflix,"5 guests, Studio, 4 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.63,$16 per night
Entire condominium (condo) in Kuala Lumpur,★Free Service Fee★Luxury★Infinity Pool★10min KLCC★,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.83,$35 per night
Entire condominium (condo) in Kuala Lumpur,KLCC  NetfliX WIFI gleneagles simple studio,"4 guests, 1 bedroom, 2 beds, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$15 per night
Entire condominium (condo) in Kuala Lumpur,NEW! Arte Mont Kiara 1BR MUJI Suite,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.83,$28 per night
Entire rental unit in Kuala Lumpur,Painting the Stripes of Life with Adventures,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.47,$21 per night
Entire serviced apartment in Kuala Lumpur,"Sky Pool With KL Tower , Ceylonz Suite Five Senses","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.15,$19 per night
Entire rental unit in Kuala Lumpur,Perfect for Work From Home with Balcony,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.83,$27 per night
Entire rental unit in Kuala Lumpur,"Fifty Shades of Grey 1-Bedroom Apt, Infinity Pool","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.67,$25 per night
Entire rental unit in Kuala Lumpur,Tropical Vibes 1-Bedroom with Infinity Pool,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$21 per night
Entire rental unit in Kuala Lumpur,【HOT】Premier Suite with 58' SMART TV@KL City View,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.97,$31 per night
,,,,
Entire condominium (condo) in Kuala Lumpur,★Free Service Fee★Luxury★Infinity Pool★10min KLCC★,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.83,$35 per night
Entire condominium (condo) in Kuala Lumpur,KLCC  NetfliX WIFI gleneagles simple studio,"4 guests, 1 bedroom, 2 beds, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$15 per night
Entire condominium (condo) in Kuala Lumpur,NEW! Arte Mont Kiara 1BR MUJI Suite,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.83,$28 per night
Entire rental unit in Kuala Lumpur,Painting the Stripes of Life with Adventures,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.47,$21 per night
Entire serviced apartment in Kuala Lumpur,"Sky Pool With KL Tower , Ceylonz Suite Five Senses","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.15,$19 per night
Entire rental unit in Kuala Lumpur,Perfect for Work From Home with Balcony,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.83,$27 per night
Entire rental unit in Kuala Lumpur,"Fifty Shades of Grey 1-Bedroom Apt, Infinity Pool","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.67,$25 per night
Entire rental unit in Kuala Lumpur,Tropical Vibes 1-Bedroom with Infinity Pool,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$21 per night
Entire rental unit in Kuala Lumpur,【HOT】Premier Suite with 58' SMART TV@KL City View,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.97,$31 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL 1BR High Speed internet #2,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$43 per night
Entire rental unit in Kuala Lumpur,Timeless Harmonious Strikes with Pastel Palette,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.94,$26 per night
Entire rental unit in Kuala Lumpur,#2br53fInfinityPool LuxSuite#KLCCVIEW#1MinWalkKLCC,"4 guests, 2 bedrooms, 2 beds, 2 baths, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$49 per night
Entire condominium (condo) in Kuala Lumpur,【Astoria Ampang】Kuala Lumpur Best Stay & Netflix,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",5.0,$34 per night
Entire condominium (condo) in Kuala Lumpur,Minimalist Suites [Netflix] Near KLCC,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$32 per night
Entire serviced apartment in Kuala Lumpur,Relaxing Home @ Regalia KL(Next to PWTC),"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.87,$25 per night
Entire rental unit in Kuala Lumpur,Mid Autumn Promo + 6 Min  Twin Towers,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.72,$31 per night
Entire rental unit in Kuala Lumpur,Hours in Snow White and Rose Red Fairy Land,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.91,$27 per night
Entire rental unit in Kuala Lumpur,Welcoming Home With Netflix (Near PWTC/Mall/KTM),"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.79,$25 per night
Entire condominium (condo) in Kuala Lumpur,WhiteForestPiazza@The Robertson- Balcony- Netflix,"6 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.89,$38 per night
Entire rental unit in Kuala Lumpur,#53 2BInfinityPoolLuxSuite#KLCCVIEW#1MinWalkKLCC,"4 guests, 2 bedrooms, 4 beds, 2 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.78,$43 per night
,,,,
Entire rental unit in Kuala Lumpur,Fraser Residence KL 1BR High Speed internet #2,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$43 per night
Entire rental unit in Kuala Lumpur,Timeless Harmonious Strikes with Pastel Palette,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.94,$26 per night
Entire rental unit in Kuala Lumpur,#2br53fInfinityPool LuxSuite#KLCCVIEW#1MinWalkKLCC,"4 guests, 2 bedrooms, 2 beds, 2 baths, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$49 per night
Entire condominium (condo) in Kuala Lumpur,【Astoria Ampang】Kuala Lumpur Best Stay & Netflix,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",5.0,$34 per night
Entire condominium (condo) in Federal Territory of Kuala Lumpur,Mekar Suite at MyRehat@Regalia,"3 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen",4.76,$22 per night
Entire condominium (condo) in Kuala Lumpur,Minimalist Suites [Netflix] Near KLCC,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$32 per night
Entire serviced apartment in Kuala Lumpur,Relaxing Home @ Regalia KL(Next to PWTC),"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.87,$25 per night
Entire rental unit in Kuala Lumpur,Mid Autumn Promo + 6 Min  Twin Towers,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.72,$31 per night
Entire rental unit in Kuala Lumpur,Hours in Snow White and Rose Red Fairy Land,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.91,$27 per night
Entire rental unit in Kuala Lumpur,Welcoming Home With Netflix (Near PWTC/Mall/KTM),"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.79,$25 per night
Entire condominium (condo) in Kuala Lumpur,WhiteForestPiazza@The Robertson- Balcony- Netflix,"6 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.89,$38 per night
Entire rental unit in Kuala Lumpur,Urban Resort Studio Apt (New) | 3mins Walk to KLCC,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",5.0,$29 per night
Entire rental unit in Kuala Lumpur,#53 2BInfinityPoolLuxSuite#KLCCVIEW#1MinWalkKLCC,"4 guests, 2 bedrooms, 4 beds, 2 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.78,$43 per night
Entire condominium (condo) in Kuala Lumpur,Designer 1BR Ensuite in City Center Kuala Lumpur,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$32 per night
Entire rental unit in Kuala Lumpur,Relive Your Childhood Dreams,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.67,$21 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL 1BR High Speed internet,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.95,$42 per night
Entire serviced apartment in Kuala Lumpur,"Next to KL Tower, Free Shuttle Bus and Netflix","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.75,$19 per night
Entire rental unit in Kuala Lumpur,Embrace Nature in Modern Studio with Infinity Pool,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.78,$26 per night
Entire condominium (condo) in Federal Territory of Kuala Lumpur,Wake Up in KLCC View,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.78,$22 per night
Entire rental unit in Kuala Lumpur,Calming in Zen Minimalist Studio & Infinity Pool,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$23 per night
,,,,
Entire serviced apartment in Kampung Baru,🌟PS4/NETFLIX🌟 SOHO Silk Sky Balakong/C180/TheMines,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.96,$21 per night
Entire condominium (condo) in Seri Kembangan,Symphony Tower Studio # 3 ( With Balcony ),"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.86,$22 per night
Hotel room in Kuala Lumpur,Superior Queen Room,"2 guests, 1 bedroom, 1 bed, 1 private bath, Wifi, Air conditioning",4.51,$13 per night
Entire condominium (condo) in Cheras,"Simfoni 9: Free parking, wifi","2 guests, Studio, 1 bed, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",5.0,$17 per night
Entire condominium (condo) in Kuala Lumpur,KLCC ALG Suite LEISURE 1-BD @ Arte+ Jalan Ampang,"2 guests, 1 bedroom, 1 bed, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",4.52,$21 per night
Entire villa in Kuala Kubu Baru,Hillside Batu Retreat @ Kuala Kubu Bharu Heights,"10 guests, 3 bedrooms, 8 beds, 3 baths, Air conditioning, Free parking, Kitchen",4.94,$279 per night
Entire condominium (condo) in Cheras,Simfoni 6 :Nice View; Free Wifi;Parking; Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.92,$17 per night
Entire rental unit in Kuala Lumpur,"#28 Swiss Garden 1R1B,BALCONY Bukit Bintang S2503A","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.77,$26 per night
Entire condominium (condo) in Kuala Lumpur,One Bedroom Apartment in the Heart of KL City,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.89,$24 per night
Entire rental unit in Kuala Lumpur,[NEW 5-STAR] Luxury Studio Near KLCITY Netflix,"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.9,$30 per night
Entire rental unit in Kuala Lumpur,Monthly Stay★Netflix★Bukit Bintang★Infinity Pool,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.74,$32 per night
Entire serviced apartment in Petaling Jaya,[The E] Comfy Home Empire Damansara Perdana Studio,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen",4.87,$13 per night
Entire serviced apartment in Kuala Lumpur,★Studio★KL★JLN TUN RAZAK★10min KLCC★IJN★TV Box★,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.77,$27 per night
Entire rental unit in Kuala Lumpur,Dorsett. Rooftop pool. Pavilion.1R1B #D7.1,"2 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.5,$29 per night
Entire rental unit in Kuala Lumpur,Designer Apt w/ Amazing Balcony @ Bukit Bintang,"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning",4.71,$16 per night
Private room in Kuala Lumpur,Cheerful room in a pool villa@Tania. Pets welcome!,"2 guests, 1 bedroom, 2 beds, 1 private bath, Wifi, Air conditioning, Free parking, Kitchen",4.64,$36 per night
Entire loft in Kuala Lumpur,KS01 -Truly Bright & Stylist Room in Bukit Bintang,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning",4.45,$10 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL - Studio 3,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.77,$38 per night
Entire villa in Kuala Kubu Baru,The Senja @ Kuala Kubu Bharu Heights,"6 guests, 2 bedrooms, 6 beds, 2 baths, Air conditioning, Free parking, Kitchen",4.92,$175 per night
Entire rental unit in Kuala Lumpur,"Comfort, Modern Design Studio/KLCC Infinity Pool","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.91,$14 per night
,,,,
Entire rental unit in Kuala Lumpur,[NEW 5-STAR] Luxury Studio Near KLCITY Netflix,"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.9,$30 per night
Entire rental unit in Kuala Lumpur,Monthly Stay★Netflix★Bukit Bintang★Infinity Pool,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.74,$32 per night
Entire serviced apartment in Petaling Jaya,[The E] Comfy Home Empire Damansara Perdana Studio,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen",4.87,$13 per night
Entire serviced apartment in Kuala Lumpur,★Studio★KL★JLN TUN RAZAK★10min KLCC★IJN★TV Box★,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.77,$27 per night
Entire rental unit in Kuala Lumpur,Dorsett. Rooftop pool. Pavilion.1R1B #D7.1,"2 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.5,$29 per night
Entire rental unit in Kuala Lumpur,Designer Apt w/ Amazing Balcony @ Bukit Bintang,"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning",4.71,$16 per night
Private room in Kuala Lumpur,Cheerful room in a pool villa@Tania. Pets welcome!,"2 guests, 1 bedroom, 2 beds, 1 private bath, Wifi, Air conditioning, Free parking, Kitchen",4.64,$36 per night
Entire condominium (condo) in Petaling Jaya,"The Hub Damansara (infinity pool, couple stay)","3 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.77,$26 per night
Entire loft in Kuala Lumpur,KS01 -Truly Bright & Stylist Room in Bukit Bintang,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning",4.45,$10 per night
Entire villa in Kuala Kubu Baru,The Senja @ Kuala Kubu Bharu Heights,"6 guests, 2 bedrooms, 6 beds, 2 baths, Air conditioning, Free parking, Kitchen",4.92,$175 per night
Entire rental unit in Kuala Lumpur,"Comfort, Modern Design Studio/KLCC Infinity Pool","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.91,$14 per night
Entire condominium (condo) in Batu 9 Cheras,Simfoni 2: Free Wifi; Parking; Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.83,$17 per night
Entire serviced apartment in Sri Hartamas,Luxury BestView Suite Near KLCITY Bathtub Netflix,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.95,$31 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL - Studio 3,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.77,$38 per night
